label,speech
부정적인 말,나한테 그렇게 말하지마
부정적인 말,그만 뛰지 않으면 매를 들거야
구체적인 칭찬,잘 들어줘서 고마워
행동 묘사,차를 경사로 아래로 밀고 있구나
부정적인 말,어쩌라고
지시,동전을 홈에 넣어
일반적인 말,가지고 놀아도 왜
질문,그녀가 어떤 감정이 들 것 같니
일반적인 말,더 크면 좋겠어
부정적인 말,꼬집지 않으면 놀 시간을 더 줄게
행동 묘사,빠르게 자동차 경주를 하는구나
지시,서둘러줘
일반적인 말,장난이야
행동 묘사,숫자를 세고 있구나
구체적인 칭찬,말을 잘 색칠했네
행동 묘사,문을 열었구나
질문,왼쪽 팔이야 오른쪽 팔이야
반영,좋아하는 색이 많구나
반영,파란색 블럭을 놓았구나
질문,기차는 어떤 소리를 내지
질문,오늘 학교는 어땠니
부정적인 말,물건 그만 집어
반영,이거구나
부정적인 말,아니야 그건 노란색이야
행동 묘사,카드를 한줄로 만들고 있구나
행동 묘사,감사하다고 말했구나
반영,아무것도 안나왔구나
일반적인 말,이건 문어야 
부정적인 말,소리 그만 질러
질문,뭐하니
일반적인 말,다음 단어는 멈춰야
일반적인 말,요리사야
일반적인 말,우리집에 있는 차랑 똑같이 생겼네
구체적인 칭찬,이야기를 상상력있게 잘 만드는구나
지시,그것들 주워줘
구체적인 칭찬,맛있는 저녁을 만들었구나
행동 묘사,옷을 갈아입고 있구나
질문,말을 만들래 학교를 만들래
반영,진짜 레고를 좋아하는구나
일반적인 말,아일라는 여기 없어
일반적인 말,곧 가지고 나갈게
지시,자동차를 천천히 밀어워
반영,모든 소풍에 피자가 있구나
일반적인 말,오 찰흙이 껴있구나
질문,다섯개
부정적인 말,책상 위로 올라가지 마
행동 묘사,집을 그리고 있구나
일반적인 칭찬,기억력이 좋구나
질문,뭘 그리고 있니
구체적인 칭찬,잘 앉아있구나
질문,정리 할까
반영,반짝이도 있구나
질문,코는 어디있니
반영,시작
행동 묘사,길을 빨리 만들었구나
반영,많은 음식을 만들고 있구나
부정적인 말,나한테 시지마
일반적인 말,이 조각이 어디에 갈지 모르겠네
구체적인 칭찬,친절한 말을 사용하는 것 잘했어
지시,봐바
지시,이거 다 정리해줘
행동 묘사,색칠하고 있구나
반영,감자튀김이 필요하구나
질문,강아지가 다 어디 갔지
질문,사자가 어디에 있니
행동 묘사,네가 원하는 걸 가졌어
부정적인 말,이상한 타워네
구체적인 칭찬,코를 잘 끼웠어
반영,큰 말이네
질문,빨간색이야
반영,보트를 만들고 있구나
일반적인 칭찬,잘했어
부정적인 말,조금 더 비뚤어지지 않게 만들었으면
반영,파란색 블럭을 거기에 두고 있구나
일반적인 말,매운게 좋아
부정적인 말,말을 듣지 않는구나
행동 묘사,뭘 해야할지 잘 모르겠구나
지시,장난감을 줘
지시,남자아이를 농장에 넣어
부정적인 말,왜 그렇게 하는거야
구체적인 칭찬,그림을 정말 열심히 그렸구나
반영,오 필요없구나
일반적인 말,여기 또 있어
구체적인 칭찬,동물들에게 친절하게 대하고 있구나
행동 묘사,블럭을 고르고 있구나
반영,선생님이 어디 가는지 궁금하구나
구체적인 칭찬,크레용을 함께 쓰는 것 잘했어
부정적인 말,손톱을 그만 물어뜯으면 더 예쁠거야
행동 묘사,진짜 같은 자동차 소리를 내는구나
일반적인 말,저걸 원해
일반적인 말,여기에 놓으면 내것도 여기에 놓을게
반영,우주선이구나
구체적인 칭찬,그것이 무엇인지 잘 알아냈어
일반적인 말,성이야
행동 묘사,맞추려고 하고 있구나
행동 묘사,학교에 가고 있구나
지시,장난감 정리해
구체적인 칭찬,안전한 공간을 아주 잘 만들고 있어
행동 묘사,레고로 자동차를 만들고 있구나
일반적인 말,난 너의 집을 좋아해
일반적인 말,이번엔 더 높이
지시,그렇게 해
지시,엄마 말 들어
부정적인 말,그거 그 위에 놓지마 떨어질거야
질문,이거 나의 블록이야
구체적인 칭찬,분류하길 잘 했어
질문,샌드위치를 먹니
일반적인 칭찬,멋지다
일반적인 칭찬,잘했어 잘했어
일반적인 말,이 조각은 노란색이야
질문,그거 어디에 뒀어
반영,학교가 좋구나
질문,오늘 놀이 하고 싶니
부정적인 말,별로 좋은 생각이 아니야
일반적인 말,크레용 박스에 들어가
지시,인형 놀이 하자
반영,너는 형님이야
구체적인 칭찬,단어를 잘 사용했어
지시,하자
지시,이제 다 정리해
행동 묘사,그걸 입었구나
행동 묘사,아주 멀리 던졌구나
구체적인 칭찬,타워를 잘 만들었어
반영,빨강과 주황이야
지시,노란 블럭이라고 말해봐
지시,샌드위치를 만들어줘
행동 묘사,노란색 오리는 나에게 줬어
지시,또 다른 네모를 만들어줘
반영,오 그게 네 휴대폰이구나 알겠어
구체적인 칭찬,나눠줘서 고마워
행동 묘사,높게 만들고 있구나
행동 묘사,장난감을 제자리에 가져다 두었구나
반영,집에 가고 싶구나
반영,돼지는 뚱뚱해
부정적인 말,네 그림은 엉성해
구체적인 칭찬,아주 창의적이구나
지시,분필을 가지고 동그라미를 그려줘
구체적인 칭찬,바나나를 잘 오리는구나
일반적인 말,찾고싶어
부정적인 말,망치로 거울을 그만 쳐
구체적인 칭찬,조용하게 말하는거 잘했어
지시,이렇게 해
일반적인 말,트럭을 더 넣으려면 다른 박스가 필요해
지시,네모난 조각을 줘
반영,스파이더맨을 찾고 있구나
일반적인 말,신난다
반영,나무에서 떨어져서 아팠구나
지시,자동차를 여기에 두자
지시,노란색 크레용을 줘
질문,이건 누구야
일반적인 말,차가 움직이네
지시,앉아
질문,어떤 활동을 하고 싶어
일반적인 말,시간이 다 되었어
행동 묘사,열까지 다 썼구나
일반적인 말,그래 좋은 생각이야
구체적인 칭찬,같이 놀이해줘서 고마워
지시,인형을 정리해줘
질문,새를 나뭇가지에 두고 싶니
반영,문을 열었다 닫는구나
질문,화장실 가야하니
부정적인 말,네가 망가뜨렸어
지시,그렇게 해
구체적인 칭찬,정리를 잘했어
행동 묘사,문을 닫았구나
일반적인 말,이건 빨간색이야
일반적인 말,이 조랑말을 달리고 있어
일반적인 말,초록색 위에 빨간색이 가네
지시,자동차를 줘
행동 묘사,자동차를 빨리가게 하네
행동 묘사,꽃을 만들었구나
구체적인 칭찬,주워줘서 고마워
지시,박스에 다시 넣어줘
일반적인 말,이거 해볼래
일반적인 말,주말이 다가와
부정적인 말,바닥에 두지마 더러워져
반영,노란색 모자
지시,정리해 정리해 다같이 모두다 정리해
반영,레고 놀이가 좋구나
일반적인 말,아주 멋진 장난감이구나
구체적인 칭찬,인형 옷입히기 잘했어
구체적인 칭찬,잘 이해했어
부정적인 말,입에 넣지마 더러워
일반적인 말,오 그렇구나
지시,다른 것을 하자
반영,그건 초록색이야
반영,네 자동차는 아주 빨리 가는구나
반영,가족 전체이구나
질문,이쪽 어딘가 들어갈까
반영,갈 시간이 되었는지 궁금하구나
일반적인 말,이거 집에도 있어
일반적인 말,소를 가지고 있구나
질문,문은 무슨 색으로 색칠 할 거니
질문,당겨
일반적인 말,블럭이 많이 있구나
부정적인 말,예쁘지 않은 꽃을 그렸구나 또 잘못된 쪽에 두었어
구체적인 칭찬,만들어줘서 고마워
반영,간식이 먹고 싶루나
부정적인 말,너 그렇게 행동할거야
질문,내가 어떻게 하길 바라니
반영,집이구나
반영,그리고 있구나
질문,동물을 그리고 있구나
부정적인 말,바보같은 행동이야
행동 묘사,빨리 정리했구나
일반적인 말,나를 못나가게 하는구나
반영,자동차가 빨리 가는구나
부정적인 말,테이블에서 뛰어내리지 마
행동 묘사,다른 쪽 팔을 끼우고 있구나
질문,노란색은 어떠니
일반적인 칭찬,잘했어 착한 아이
일반적인 말,이 파란색이 마음에 들어
지시,박스안에 넣어
행동 묘사,창문을 파란색으로 칠할 거구나
반영,높은 건물을 만들거구나
행동 묘사,바닥에 앉아 있어
일반적인 말,응 거기있네
구체적인 칭찬,조용히 잘 있었어
지시,자리에 앉으면 푸 곰돌이 이야기를 읽어줄게
질문,다음에 어떤 놀이를 할까
부정적인 말,나를 창피하게 하는구나
지시,블럭을 박스에 넣어줘
일반적인 말,난 노란색 해가 좋아
질문,오븐에 야채를 그만 넣어야해
행동 묘사,블럭을 파고 있구나
행동 묘사,자동차를 다 가져다 놓았어
구체적인 칭찬,너랑 같이 놀이하는게 좋아
구체적인 칭찬,줄 을 잘서고 있으니 자랑스럽다
지시,토요일에 할머니께 전화드려
질문,동물을 몇 개 가지고 있니
질문,성을 만들고 있니
일반적인 말,집을 만들고 있어
반영,진짜 그랬구나
반영,부릉 부릉
반영,그 자동차를 정말 좋아하는구나
반영,정말 길다
질문,그 자동차들이 좋니
행동 묘사,눈을 찾고 있구나
부정적인 말,네가 전체를 망쳤어
행동 묘사,나눠주는구나
행동 묘사,인형을 제시카라고 부르는구나
질문,그건 뭐야
일반적인 말,블럭 놀이가 하고 싶구나
행동 묘사,토끼를 핑크색으로 칠하고 있구나
일반적인 말,나는 모자를 그려줄거야
지시,파란색을 줘
일반적인 말,긴 걸로 요새를 만들지 않고 있구나
부정적인 말,그건 주황색이 아니야
반영,이 부분을 색칠하려고 하는구나
구체적인 칭찬,네 여동생에게 친절하게 잘했어
지시,소를 말 옆에 두렴
일반적인 말,그의 이름이 뭔지 잊어버렸어
반영,부릉
일반적인 말,여긴 놀이방이야
일반적인 말,미스터 포테이토헤드는 좋아
일반적인 말,좋구나
구체적인 칭찬,예쁜말을 썼네
구체적인 칭찬,박스를 줘서 고마워
일반적인 말,색칠을 시작할거야
질문,작은 것들 더 못봤어
일반적인 말,점심이 무엇인지 궁금하네
행동 묘사,기차를 기찻길로 가게 하는구나
일반적인 말,초록색은 내가 가장 좋아하는 색이야
구체적인 칭찬,아주 멋진 그림이야
질문,거기 뭐 있어
지시,정리해
지시,생각해
행동 묘사,인형 옷을 입혔구나
질문,이 글자가 뭔지 아니
행동 묘사,차례대로 했구나
반영,화장실 가야하는구나
반영,크림이 올라간 쿠
일반적인 말,이 자동차는 빨간색이야
부정적인 말,닥쳐
질문,빠르게 달리고 있구나
질문,농장 갔을 때 기억나니
행동 묘사,장난감을 골랐구나
반영,오 멋지다
반영,맞아 공이야
행동 묘사,초록색 블럭을 올리고 있구나
반영,핍핍
구체적인 칭찬,오늘 의자에 잘 앉아있었어
질문,이거 어디에 놔
일반적인 말,꽤 높다
질문,가장 좋아하는 색이 빨강인가
구체적인 칭찬,바이올렛 그거 아주 멋지구나
행동 묘사,박스에 다 담고 있구나
지시,앉으렴
반영,수를 반복해서 세고 있구나
일반적인 말,내일 수영장에 갈 수 있어
일반적인 말,블럭 놀이가 하고 싶어
구체적인 칭찬,너랑 노는게 재미있어
행동 묘사,다른 블럭을 골랐구나
지시,내가 할게
부정적인 말,못나게 행동하는구나
행동 묘사,네가 만든 타워가 높아지고 있어
부정적인 말,무례하네
부정적인 말,사과하지 않으면 계단에 앉게 될거야
지시,보라색으로 칠해줘
질문,이걸 뭐라고 부르는지 아니
지시,감사하다고 말해
일반적인 말,나한테 곰이 있어
지시,내려와
행동 묘사,조용히 장난감 정리를 하고 있구나
지시,빨간색으로 색칠 해줘
부정적인 말,그만 뛰어
부정적인 말,착하지 않구나
반영,감자가 좋구나
질문,저녁으로 뭘 먹을래
지시,나랑 같이 앉아
질문,이 남자의 이름은 무엇이니
반영,몇시인지 알고 싶구나
부정적인 말,내가 준비가 되면 할게
일반적인 말,여기에 다시 둘거야 네가 원하는 소풍을 위해서
반영,응 네가 했어
일반적인 말,다른 곳에 맞는 것 같구나
일반적인 말,여기 있어
구체적인 칭찬,주워줘서 고마워
지시,이제 인형놀이 하자
